Id	Num T ^ 4	Prod Budget	Actual	Predicted	Old Error	BB Adjusted	New Error					
577	4.29497E+13	$0	"$14,276,534"	"$8,747,290"	"$5,529,244"	"$8,747,290"	"$5,529,244"					
578	1	$0	"$7,482"	$0	"$7,482"	$0	"$7,482"					
579	1296	$0	"$51,233"	$0	"$51,233"	$0	"$51,233"					
580	1296	"$22,000,000"	"$278,825"	"$2,536,255"	"$2,257,430"	"$2,536,255"	"$2,257,430"					
581	2401	$0	"$100,207"	$0	"$100,207"	$0	"$100,207"					
582	2401	"$7,000,000"	"$525,155"	"$806,990"	"$281,835"	"$806,990"	"$281,835"					
583	3.93759E+13	$0	"$13,243,107"	"$8,019,450"	"$5,223,657"	"$8,019,450"	"$5,223,657"					
584	1.51439E+14	"$58,000,000"	"$16,408,718"	"$37,529,164"	"$21,120,446"	"$26,270,415"	"$9,861,697"					
585	4.16887E+13	"$28,000,000"	"$5,692,285"	"$11,718,443"	"$6,026,158"	"$11,718,443"	"$6,026,158"					
586	1	$0	"$2,795"	$0	"$2,795"	$0	"$2,795"					
587	1	$0	"$6,151"	$0	"$6,151"	$0	"$6,151"					
588	16	$0	"$27,112"	$0	"$27,112"	$0	"$27,112"					
589	362673936	$0	"$653,723"	$74	"$653,649"	$74	"$653,649"					
590	256	$0	"$16,915"	$0	"$16,915"	$0	"$16,915"					
591	1.08759E+13	$0	"$2,541,419"	"$2,215,017"	"$326,402"	"$2,215,017"	"$326,402"					
592	2.41475E+11	$0	"$440,228"	"$49,180"	"$391,048"	"$49,180"	"$391,048"					
593	1	$0	"$3,274"	$0	"$3,274"	$0	"$3,274"					
594	1.06971E+14	"$110,000,000"	"$19,635,996"	"$34,467,293"	"$14,831,297"	"$24,127,105"	"$4,491,109"					
595	6.08532E+13	"$72,500,000"	"$17,135,055"	"$20,751,712"	"$3,616,657"	"$14,526,198"	"$2,608,857"					
596	1.62069E+14	"$207,000,000"	"$66,181,645"	"$56,871,388"	"$9,310,257"	"$39,809,972"	"$26,371,673"					
597	625	$0	"$35,814"	$0	"$35,814"	$0	"$35,814"					
598	16	$0	"$16,101"	$0	"$16,101"	$0	"$16,101"					
599	5.17137E+12	"$25,000,000"	"$2,137,685"	"$3,935,328"	"$1,797,643"	"$3,935,328"	"$1,797,643"					
600	1	$0	"$8,927"	$0	"$8,927"	$0	"$8,927"					
601	6561	$0	"$77,529"	$0	"$77,529"	$0	"$77,529"					
602	4096	"$15,000,000"	"$180,660"	"$1,729,265"	"$1,548,605"	"$1,729,265"	"$1,548,605"					
603	1500625	"$20,000,000"	"$471,713"	"$2,305,687"	"$1,833,974"	"$2,305,687"	"$1,833,974"					
604	1	$0	"$2,300"	$0	"$2,300"	$0	"$2,300"					
605	6.79411E+13	"$27,500,000"	"$30,690,990"	"$17,007,462"	"$13,683,528"	"$17,007,462"	"$13,683,528"					
606	16	$0	"$10,098"	$0	"$10,098"	$0	"$10,098"					
607	2401	"$20,000,000"	"$269,225"	"$2,305,687"	"$2,036,462"	"$2,305,687"	"$2,036,462"					
608	16	$0	"$15,700"	$0	"$15,700"	$0	"$15,700"					
609	234256	$0	"$149,224"	$0	"$149,224"	$0	"$149,224"					
610	625	$0	"$32,814"	$0	"$32,814"	$0	"$32,814"					
611	1.09521E+14	"$75,000,000"	"$18,044,396"	"$30,951,765"	"$12,907,369"	"$21,666,236"	"$3,621,840"					
612	16	"$4,500,000"	"$9,850"	"$518,779"	"$508,929"	"$518,779"	"$508,929"					
613	4.89444E+13	"$40,000,000"	"$13,616,196"	"$14,579,565"	"$963,369"	"$14,579,565"	"$963,369"					
614	1	"$6,000,000"	"$3,779"	"$691,706"	"$687,927"	"$691,706"	"$687,927"					
615	1	$0	"$27,323"	$0	"$27,323"	$0	"$27,323"					
616	1800814096	$0	"$1,018,750"	$367	"$1,018,383"	$367	"$1,018,383"					
617	16	$0	"$5,244"	$0	"$5,244"	$0	"$5,244"					
618	2.55834E+13	"$15,000,000"	"$10,221,705"	"$6,939,670"	"$3,282,035"	"$6,939,670"	"$3,282,035"					
619	1	$0	"$4,649"	$0	"$4,649"	$0	"$4,649"					
620	8.55036E+12	"$17,000,000"	"$6,922,767"	"$3,701,232"	"$3,221,535"	"$3,701,232"	"$3,221,535"					
621	2401	"$12,500,000"	"$90,418"	"$1,441,054"	"$1,350,636"	"$1,441,054"	"$1,350,636"					
622	815730721	$0	"$254,420"	$166	"$254,254"	$166	"$254,254"					
623	20736	$0	"$86,556"	$0	"$86,556"	$0	"$86,556"					
624	3.99449E+13	"$45,000,000"	"$12,806,188"	"$13,323,117"	"$516,929"	"$13,323,117"	"$516,929"					
625	256	"$6,000,000"	"$172,036"	"$691,706"	"$519,670"	"$691,706"	"$519,670"					
626	3.39093E+12	$0	"$4,627,989"	"$690,610"	"$3,937,379"	"$690,610"	"$3,937,379"					
627	1.60641E+13	"$67,000,000"	"$2,746,312"	"$10,995,724"	"$8,249,412"	"$7,697,006"	"$4,950,694"					
628	8.28517E+13	$0	"$10,024,819"	"$16,873,878"	"$6,849,059"	"$16,873,878"	"$6,849,059"					
629	33871089681	"$2,200,000"	"$246,483"	"$260,524"	"$14,041"	"$260,524"	"$14,041"					
630	16	$0	"$16,180"	$0	"$16,180"	$0	"$16,180"					
631	10000	"$6,500,000"	"$81,706"	"$749,348"	"$667,642"	"$749,348"	"$667,642"					
632	1	$0	"$3,600"	$0	"$3,600"	$0	"$3,600"					
633	1.53522E+14	"$80,000,000"	"$16,328,506"	"$40,489,610"	"$24,161,104"	"$28,342,727"	"$12,014,221"					
634	16	$0	"$11,310"	$0	"$11,310"	$0	"$11,310"					
635	1	$0	"$25,370"	$0	"$25,370"	$0	"$25,370"					
636	4.99534E+12	$0	"$2,220,050"	"$1,017,369"	"$1,202,681"	"$1,017,369"	"$1,202,681"					
637	625	"$13,000,000"	"$128,842"	"$1,498,696"	"$1,369,854"	"$1,498,696"	"$1,369,854"					
638	16	"$22,000,000"	"$27,804"	"$2,536,255"	"$2,508,451"	"$2,536,255"	"$2,508,451"					
639	4.59795E+13	"$35,000,000"	"$17,838,076"	"$13,399,300"	"$4,438,776"	"$13,399,300"	"$4,438,776"					
640	2.4071E+13	"$35,000,000"	"$6,702,434"	"$8,937,350"	"$2,234,916"	"$8,937,350"	"$2,234,916"					
641	1.70968E+14	"$180,000,000"	"$65,556,312"	"$55,571,066"	"$9,985,246"	"$38,899,746"	"$26,656,566"					
642	625	"$14,000,000"	"$97,953"	"$1,613,981"	"$1,516,028"	"$1,613,981"	"$1,516,028"					
643	625	$0	"$22,453"	$0	"$22,453"	$0	"$22,453"					
644	4.11662E+13	"$64,000,000"	"$21,613,176"	"$15,762,258"	"$5,850,918"	"$11,033,581"	"$10,579,595"					
645	16	$0	"$36,397"	$0	"$36,397"	$0	"$36,397"					
646	2401	"$8,000,000"	"$499,012"	"$922,275"	"$423,263"	"$922,275"	"$423,263"					
647	1.34896E+14	"$110,000,000"	"$48,398,130"	"$40,154,651"	"$8,243,479"	"$28,108,256"	"$20,289,874"					
648	625	$0	"$8,875"	$0	"$8,875"	$0	"$8,875"					
649	256	$0	"$10,664"	$0	"$10,664"	$0	"$10,664"					
650	2401	"$2,000,000"	"$12,667"	"$230,569"	"$217,902"	"$230,569"	"$217,902"					
651	279841	$0	"$80,423"	$0	"$80,423"	$0	"$80,423"					
652	16	"$500,000"	"$13,798"	"$57,642"	"$43,844"	"$57,642"	"$43,844"					
653	1.74397E+14	"$82,000,000"	"$47,606,480"	"$44,971,712"	"$2,634,768"	"$31,480,199"	"$16,126,281"					
654	81	$0	"$1,286"	$0	"$1,286"	$0	"$1,286"					
655	16	$0	"$4,430"	$0	"$4,430"	$0	"$4,430"					
656	671898241	$0	"$429,223"	$137	"$429,086"	$137	"$429,086"					
657	1	$0	"$3,210"	$0	"$3,210"	$0	"$3,210"					
658	8.3179E+11	$0	"$2,017,795"	"$169,405"	"$1,848,390"	"$169,405"	"$1,848,390"					
659	6.27042E+13	"$42,000,000"	"$9,390,144"	"$17,612,505"	"$8,222,361"	"$17,612,505"	"$8,222,361"					
660	1.2098E+13	"$25,000,000"	"$5,623,373"	"$5,346,042"	"$277,331"	"$5,346,042"	"$277,331"					
661	104976	"$9,600,000"	"$191,560"	"$1,106,730"	"$915,170"	"$1,106,730"	"$915,170"					
662	81	$0	"$3,792"	$0	"$3,792"	$0	"$3,792"					
663	5.26937E+11	"$45,000,000"	"$1,924,860"	"$5,295,113"	"$3,370,253"	"$5,295,113"	"$3,370,253"					
664	256	$0	"$13,285"	$0	"$13,285"	$0	"$13,285"					
665	1.54941E+13	"$27,000,000"	"$7,031,921"	"$6,268,265"	"$763,656"	"$6,268,265"	"$763,656"					
666	4.06486E+13	"$55,000,000"	"$2,710,445"	"$14,619,282"	"$11,908,837"	"$10,233,497"	"$7,523,052"					
667	1	$0	"$5,025"	$0	"$5,025"	$0	"$5,025"					
668	1	$0	"$6,350"	$0	"$6,350"	$0	"$6,350"					
669	2.9122E+14	"$75,000,000"	"$47,224,594"	"$67,957,216"	"$20,732,622"	"$47,570,051"	"$345,457"					
670	2.31711E+13	"$10,000,000"	"$30,030,661"	"$5,871,954"	"$24,158,707"	"$5,871,954"	"$24,158,707"					
671	16	"$500,000"	"$45,348"	"$57,642"	"$12,294"	"$57,642"	"$12,294"					
672	74805201	"$14,000,000"	"$268,370"	"$1,613,996"	"$1,345,626"	"$1,613,996"	"$1,345,626"					
673	1.00218E+14	$0	"$9,630,085"	"$20,410,778"	"$10,780,693"	"$20,410,778"	"$10,780,693"					
674	16	$0	"$14,643"	$0	"$14,643"	$0	"$14,643"					
675	16	$0	"$10,334"	$0	"$10,334"	$0	"$10,334"					
676	16	"$14,200,000"	"$15,117"	"$1,637,037"	"$1,621,920"	"$1,637,037"	"$1,621,920"					
677	3.44109E+13	"$50,000,000"	"$8,917,251"	"$12,772,477"	"$3,855,226"	"$12,772,477"	"$3,855,226"					
678	4.00085E+13	$0	"$12,299,380"	"$8,148,274"	"$4,151,106"	"$8,148,274"	"$4,151,106"					
679	1	$0	"$16,039"	$0	"$16,039"	$0	"$16,039"					
680	1	$0	"$2,244"	$0	"$2,244"	$0	"$2,244"					
681	1.73189E+13	"$20,000,000"	"$4,065,014"	"$5,832,921"	"$1,767,907"	"$5,832,921"	"$1,767,907"					
682	16	$0	"$3,852"	$0	"$3,852"	$0	"$3,852"					
683	4096	$0	"$15,001"	$0	"$15,001"	$0	"$15,001"					
684	16	$0	"$81,035"	$0	"$81,035"	$0	"$81,035"					
685	5.44468E+11	"$40,000,000"	"$5,361,050"	"$4,722,262"	"$638,788"	"$4,722,262"	"$638,788"					
686	2085136	"$2,500,000"	"$92,668"	"$288,211"	"$195,543"	"$288,211"	"$195,543"					
687	1.66497E+13	"$27,000,000"	"$3,376,669"	"$6,503,609"	"$3,126,940"	"$6,503,609"	"$3,126,940"					
688	1	$0	$788	$0	$788	$0	$788					
689	4096	"$15,000,000"	"$600,542"	"$1,729,265"	"$1,128,723"	"$1,729,265"	"$1,128,723"					
690	1	$0	"$9,439"	$0	"$9,439"	$0	"$9,439"					
691	1296	$0	"$20,024"	$0	"$20,024"	$0	"$20,024"					
692	1	"$2,000,000"	"$30,801"	"$230,569"	"$199,768"	"$230,569"	"$199,768"					
693	1.35689E+14	$0	"$25,123,781"	"$27,634,959"	"$2,511,178"	"$27,634,959"	"$2,511,178"					
694	1	$0	"$74,238"	$0	"$74,238"	$0	"$74,238"					
695	4096	"$85,000,000"	"$682,504"	"$9,799,168"	"$9,116,664"	"$6,859,418"	"$6,176,914"					
696	1	$0	"$4,487"	$0	"$4,487"	$0	"$4,487"					
697	4.08421E+13	$0	"$14,713,321"	"$8,318,058"	"$6,395,263"	"$8,318,058"	"$6,395,263"					
698	8.32919E+13	"$135,000,000"	"$25,723,815"	"$32,526,928"	"$6,803,113"	"$22,768,849"	"$2,954,966"					
699	50625	"$21,500,000"	"$719,910"	"$2,478,613"	"$1,758,703"	"$2,478,613"	"$1,758,703"					
700	3.37099E+12	"$15,000,000"	"$3,948,863"	"$2,415,813"	"$1,533,050"	"$2,415,813"	"$1,533,050"					
701	1	$0	"$8,330"	$0	"$8,330"	$0	"$8,330"					
702	1	$0	"$4,315"	$0	"$4,315"	$0	"$4,315"					
703	625	$0	"$70,224"	$0	"$70,224"	$0	"$70,224"					
704	81	$0	"$7,517"	$0	"$7,517"	$0	"$7,517"					
705	1.16986E+12	"$27,000,000"	"$1,911,358"	"$3,350,935"	"$1,439,577"	"$3,350,935"	"$1,439,577"					
706	2401	$0	"$21,828"	$0	"$21,828"	$0	"$21,828"					
707	104976	"$4,000,000"	"$126,449"	"$461,137"	"$334,688"	"$461,137"	"$334,688"					
708	1.0925E+14	"$60,000,000"	"$17,098,519"	"$29,167,391"	"$12,068,872"	"$20,417,174"	"$3,318,655"					
709	2.70106E+14	"$150,000,000"	"$47,743,273"	"$72,303,536"	"$24,560,263"	"$50,612,475"	"$2,869,202"					
710	16	"$30,000,000"	"$9,653"	"$3,458,530"	"$3,448,877"	"$3,458,530"	"$3,448,877"					
711	3.44678E+13	"$13,000,000"	"$12,861,800"	"$8,518,538"	"$4,343,262"	"$8,518,538"	"$4,343,262"					
712	4096	$0	"$32,360"	$0	"$32,360"	$0	"$32,360"					
713	1296	"$21,600,000"	"$32,601"	"$2,490,141"	"$2,457,540"	"$2,490,141"	"$2,457,540"					
714	1	$0	"$13,060"	$0	"$13,060"	$0	"$13,060"					
715	1	$0	"$1,747"	$0	"$1,747"	$0	"$1,747"					
716	1.59361E+14	"$75,000,000"	"$22,217,226"	"$41,102,288"	"$18,885,062"	"$28,771,601"	"$6,554,375"					
717	1.37447E+14	"$45,000,000"	"$23,105,133"	"$33,180,746"	"$10,075,613"	"$33,180,746"	"$10,075,613"					
718	16	$0	"$11,002"	$0	"$11,002"	$0	"$11,002"					
719	1	$0	"$11,565"	$0	"$11,565"	$0	"$11,565"					
720	54700816	$0	"$28,665"	$11	"$28,654"	$11	"$28,654"					
721	1.37447E+14	"$110,000,000"	"$50,342,878"	"$40,674,228"	"$9,668,650"	"$28,471,959"	"$21,870,919"					
722	8.63065E+12	"$25,000,000"	"$9,889,780"	"$4,639,858"	"$5,249,922"	"$4,639,858"	"$5,249,922"					
723	3.62068E+13	$0	"$10,017,067"	"$7,374,012"	"$2,643,055"	"$7,374,012"	"$2,643,055"					
724	1296	"$20,000,000"	"$55,344"	"$2,305,687"	"$2,250,343"	"$2,305,687"	"$2,250,343"					
725	1	$0	"$9,744"	$0	"$9,744"	$0	"$9,744"					
726	456976	$0	"$48,280"	$0	"$48,280"	$0	"$48,280"					
727	2.47741E+13	$0	"$8,761,369"	"$5,045,590"	"$3,715,779"	"$5,045,590"	"$3,715,779"					
728	80102584576	"$75,000,000"	"$4,152,260"	"$8,662,639"	"$4,510,379"	"$6,063,847"	"$1,911,587"					
729	4096	"$350,000"	"$57,286"	"$40,350"	"$16,936"	"$40,350"	"$16,936"					
730	7.62483E+13	"$40,000,000"	"$19,152,249"	"$20,140,377"	"$988,128"	"$20,140,377"	"$988,128"					
731	1	$0	"$13,444"	$0	"$13,444"	$0	"$13,444"					
732	83521	$0	"$52,744"	$0	"$52,744"	$0	"$52,744"					
733	3.93759E+13	"$35,000,000"	"$12,855,321"	"$12,054,402"	"$800,919"	"$12,054,402"	"$800,919"					
734	1	"$30,000"	"$13,142"	"$3,459"	"$9,683"	"$3,459"	"$9,683"					
735	1	"$3,000,000"	"$4,655"	"$345,853"	"$341,198"	"$345,853"	"$341,198"					
736	614656	$0	"$32,397"	$0	"$32,397"	$0	"$32,397"					
737	11316496	"$1,100"	"$85,222"	$129	"$85,093"	$129	"$85,093"					
738	4096	$0	"$26,290"	$0	"$26,290"	$0	"$26,290"					
739	1	$0	"$9,167"	$0	"$9,167"	$0	"$9,167"					
740	1	$0	"$17,425"	$0	"$17,425"	$0	"$17,425"					
741	83521	"$1,700,000"	"$90,022"	"$195,983"	"$105,961"	"$195,983"	"$105,961"					
742	5.33017E+13	$0	"$8,603,460"	"$10,855,630"	"$2,252,170"	"$10,855,630"	"$2,252,170"					
743	8.88287E+13	"$32,000,000"	"$28,309,599"	"$21,780,290"	"$6,529,309"	"$21,780,290"	"$6,529,309"					
744	1	$0	"$2,837"	$0	"$2,837"	$0	"$2,837"					
745	1296	$0	"$248,552"	$0	"$248,552"	$0	"$248,552"					
746	4.65471E+13	$0	"$6,832,318"	"$9,479,957"	"$2,647,639"	"$9,479,957"	"$2,647,639"					
747	1	$0	"$11,603"	$0	"$11,603"	$0	"$11,603"					
748	4.77708E+13	$0	"$7,480,927"	"$9,729,175"	"$2,248,248"	"$9,729,175"	"$2,248,248"					
749	1.58406E+13	"$25,000,000"	"$14,503,650"	"$6,108,264"	"$8,395,386"	"$6,108,264"	"$8,395,386"					
750	16	$0	"$10,351"	$0	"$10,351"	$0	"$10,351"					
751	9.03429E+13	"$35,000,000"	"$7,849,304"	"$22,434,526"	"$14,585,222"	"$22,434,526"	"$14,585,222"					
752	256	$0	"$53,908"	$0	"$53,908"	$0	"$53,908"					
753	81	"$30,000,000"	"$20,000"	"$3,458,530"	"$3,438,530"	"$3,458,530"	"$3,438,530"					
754	625	$0	"$17,583"	$0	"$17,583"	$0	"$17,583"					
755	5.51399E+13	$0	"$7,133,049"	"$11,229,998"	"$4,096,949"	"$11,229,998"	"$4,096,949"					
756	1.84395E+14	"$110,000,000"	"$30,433,781"	"$50,235,919"	"$19,802,138"	"$35,165,143"	"$4,731,362"					
757	3.492E+12	"$4,000,000"	"$3,554,134"	"$1,172,331"	"$2,381,803"	"$1,172,331"	"$2,381,803"					
758	1	$0	$359	$0	$359	$0	$359					
759	256	$0	"$24,456"	$0	"$24,456"	$0	"$24,456"					
760	2401	$0	"$28,387"	$0	"$28,387"	$0	"$28,387"					
761	16	$0	"$23,617"	$0	"$23,617"	$0	"$23,617"					
762	16	$0	"$32,393"	$0	"$32,393"	$0	"$32,393"					
763	614656	"$25,000,000"	"$1,226,333"	"$2,882,108"	"$1,655,775"	"$2,882,108"	"$1,655,775"					
764	810000	"$40,000,000"	"$14,250"	"$4,611,373"	"$4,597,123"	"$4,611,373"	"$4,597,123"					
765	16	$0	"$14,510"	$0	"$14,510"	$0	"$14,510"					
766	9.67173E+13	$0	"$34,195,434"	"$19,697,807"	"$14,497,627"	"$19,697,807"	"$14,497,627"					
767	3.45818E+13	"$28,000,000"	"$11,704,357"	"$10,271,009"	"$1,433,348"	"$10,271,009"	"$1,433,348"					
768	4.26151E+13	"$30,000,000"	"$6,422,455"	"$12,137,682"	"$5,715,227"	"$12,137,682"	"$5,715,227"					
769	234256	$0	"$613,344"	$0	"$613,344"	$0	"$613,344"					
770	160000	$0	"$143,131"	$0	"$143,131"	$0	"$143,131"					
771	4096	"$250,000"	"$21,813"	"$28,821"	"$7,008"	"$28,821"	"$7,008"					
772	5.79438E+13	"$32,000,000"	"$14,602,867"	"$15,490,144"	"$887,277"	"$15,490,144"	"$887,277"					
773	16	$0	"$8,018"	$0	"$8,018"	$0	"$8,018"					
774	1.61524E+14	"$85,000,000"	"$36,133,403"	"$42,695,828"	"$6,562,425"	"$29,887,080"	"$6,246,323"					
775	625	$0	"$18,003"	$0	"$18,003"	$0	"$18,003"					
776	16	$0	"$6,763"	$0	"$6,763"	$0	"$6,763"					
777	10000	$0	"$50,865"	$0	"$50,865"	$0	"$50,865"					
778	38416	$0	"$68,184"	$0	"$68,184"	$0	"$68,184"					
779	20736	$0	"$35,402"	$0	"$35,402"	$0	"$35,402"					
780	625	$0	"$68,957"	$0	"$68,957"	$0	"$68,957"					
781	1	$0	"$3,310"	$0	"$3,310"	$0	"$3,310"					
782	625	"$65,000,000"	"$68,447"	"$7,493,481"	"$7,425,034"	"$5,245,437"	"$5,176,990"					
783	5.49782E+13	"$25,000,000"	"$36,301,837"	"$14,079,174"	"$22,222,663"	"$14,079,174"	"$22,222,663"					
784	625	$0	"$17,303"	$0	"$17,303"	$0	"$17,303"					
785	1	"$1,000,000"	"$9,805"	"$115,284"	"$105,479"	"$115,284"	"$105,479"					
786	16	"$150,000"	"$71,464"	"$17,293"	"$54,171"	"$17,293"	"$54,171"					
787	194481	$0	"$9,160"	$0	"$9,160"	$0	"$9,160"					
788	6.8274E+11	"$20,000,000"	"$4,106,862"	"$2,444,736"	"$1,662,126"	"$2,444,736"	"$1,662,126"					
789	1	"$250,000"	"$25,460"	"$28,821"	"$3,361"	"$28,821"	"$3,361"					
790	256	"$9,000,000"	"$3,440"	"$1,037,559"	"$1,034,119"	"$1,037,559"	"$1,034,119"					
791	2.15852E+14	"$85,000,000"	"$23,624,548"	"$53,760,308"	"$30,135,760"	"$37,632,216"	"$14,007,668"					
792	16	$0	"$5,733"	$0	"$5,733"	$0	"$5,733"					
793	1	$0	"$1,796"	$0	"$1,796"	$0	"$1,796"					
794	1	$0	"$4,316"	$0	"$4,316"	$0	"$4,316"					
795	1	$0	"$11,370"	$0	"$11,370"	$0	"$11,370"					
796	6690585616	$0	"$1,127,359"	"$1,363"	"$1,125,996"	"$1,363"	"$1,125,996"					
797	4096	$0	"$32,227"	$0	"$32,227"	$0	"$32,227"					
798	2.71441E+14	$0	"$38,457,003"	"$55,282,780"	"$16,825,777"	"$55,282,780"	"$16,825,777"					
799	16	$0	"$4,245"	$0	"$4,245"	$0	"$4,245"					
800	2.06221E+13	$0	"$2,083,398"	"$4,199,982"	"$2,116,584"	"$4,199,982"	"$2,116,584"					
801	9.6102E+13	"$56,000,000"	"$30,552,694"	"$26,028,406"	"$4,524,288"	"$18,219,884"	"$12,332,810"					
802	256	"$19,400,000"	"$72,229"	"$2,236,516"	"$2,164,287"	"$2,236,516"	"$2,164,287"					
803	2401	$0	"$68,071"	$0	"$68,071"	$0	"$68,071"					
804	16	$0	"$35,593"	$0	"$35,593"	$0	"$35,593"					
805	256	$0	"$48,023"	$0	"$48,023"	$0	"$48,023"					
806	16	"$13,000,000"	"$39,242"	"$1,498,696"	"$1,459,454"	"$1,498,696"	"$1,459,454"					
807	8.75213E+12	$0	"$5,001,214"	"$1,782,491"	"$3,218,723"	"$1,782,491"	"$3,218,723"					
808	10000	$0	"$80,602"	$0	"$80,602"	$0	"$80,602"					
809	2.91811E+12	$0	"$2,930,188"	"$594,314"	"$2,335,874"	"$594,314"	"$2,335,874"					
810	1.8971E+13	"$10,000,000"	"$5,300,980"	"$5,016,544"	"$284,436"	"$5,016,544"	"$284,436"					
811	5.01394E+13	$0	"$11,206,163"	"$10,211,585"	"$994,578"	"$10,211,585"	"$994,578"					
812	81	"$63,700,000"	"$57,445"	"$7,343,612"	"$7,286,167"	"$5,140,528"	"$5,083,083"					
813	2401	$0	"$163,372"	$0	"$163,372"	$0	"$163,372"					
814	1.46157E+14	"$80,000,000"	"$20,220,412"	"$38,989,566"	"$18,769,154"	"$27,292,696"	"$7,072,284"					
815	3.62028E+14	"$300,000,000"	"$127,972,864"	"$108,317,350"	"$19,655,514"	"$75,822,145"	"$52,150,719"					
816	2.91784E+14	"$225,000,000"	"$135,634,554"	"$85,364,809"	"$50,269,745"	"$59,755,366"	"$75,879,188"					
817	1	$0	"$4,059"	$0	"$4,059"	$0	"$4,059"					
818	4.09068E+13	"$20,000,000"	"$5,805,559"	"$10,636,914"	"$4,831,355"	"$10,636,914"	"$4,831,355"					
819	1.5972E+14	"$160,000,000"	"$22,155,410"	"$50,974,596"	"$28,819,186"	"$35,682,217"	"$13,526,807"					
820	16	$0	"$10,760"	$0	"$10,760"	$0	"$10,760"					
821	3.33622E+11	$0	"$4,566,293"	"$67,947"	"$4,498,346"	"$67,947"	"$4,498,346"					
822	418161601	$0	"$190,865"	$85	"$190,780"	$85	"$190,780"					
823	6.42332E+13	$0	"$17,558,689"	"$13,081,970"	"$4,476,719"	"$13,081,970"	"$4,476,719"					
824	81	$0	"$1,862"	$0	"$1,862"	$0	"$1,862"					
825	2.70708E+13	"$40,000,000"	"$14,801,808"	"$10,124,714"	"$4,677,094"	"$10,124,714"	"$4,677,094"					
826	4096	$0	"$58,570"	$0	"$58,570"	$0	"$58,570"					
827	5.30991E+12	$0	"$3,533,300"	"$1,081,436"	"$2,451,864"	"$1,081,436"	"$2,451,864"					
828	3.56784E+13	$0	"$6,048,315"	"$7,266,386"	"$1,218,071"	"$7,266,386"	"$1,218,071"					
829	1.11418E+13	$0	"$6,220,935"	"$2,269,174"	"$3,951,761"	"$2,269,174"	"$3,951,761"					
830	1	$0	"$2,552"	$0	"$2,552"	$0	"$2,552"					
831	1	$0	"$7,007"	$0	"$7,007"	$0	"$7,007"					
832	1	$0	"$3,997"	$0	"$3,997"	$0	"$3,997"					
833	2825761	$0	"$159,056"	$1	"$159,055"	$1	"$159,055"					
834	1296	"$45,000,000"	"$154,590"	"$5,187,795"	"$5,033,205"	"$5,187,795"	"$5,033,205"					
835	1	"$70,000"	"$1,735"	"$8,070"	"$6,335"	"$8,070"	"$6,335"					
836	4096	"$20,000,000"	"$193,840"	"$2,305,687"	"$2,111,847"	"$2,305,687"	"$2,111,847"					
837	81	$0	"$32,681"	$0	"$32,681"	$0	"$32,681"					
838	5.63911E+12	"$5,700,000"	"$5,034,180"	"$1,805,603"	"$3,228,577"	"$1,805,603"	"$3,228,577"					
839	256	$0	"$21,733"	$0	"$21,733"	$0	"$21,733"					
840	81	$0	"$1,612"	$0	"$1,612"	$0	"$1,612"					
841	16	$0	"$13,380"	$0	"$13,380"	$0	"$13,380"					
842	2401	"$15,000"	"$26,029"	"$1,729"	"$24,300"	"$1,729"	"$24,300"					
843	16	$0	"$5,154"	$0	"$5,154"	$0	"$5,154"					
844	6.61604E+13	"$55,000,000"	"$26,541,709"	"$19,815,110"	"$6,726,599"	"$13,870,577"	"$12,671,132"					
845	1	$0	"$1,792"	$0	"$1,792"	$0	"$1,792"					
846	81	"$15,000,000"	"$122,014"	"$1,729,265"	"$1,607,251"	"$1,729,265"	"$1,607,251"					
847	2401	"$900,000"	"$27,546"	"$103,756"	"$76,210"	"$103,756"	"$76,210"					
848	1	$0	"$1,549"	$0	"$1,549"	$0	"$1,549"					
849	1.02905E+14	"$30,000,000"	"$13,920,052"	"$24,416,606"	"$10,496,554"	"$24,416,606"	"$10,496,554"					
850	625	$0	"$11,032"	$0	"$11,032"	$0	"$11,032"					
851	2.40982E+14	"$150,000,000"	"$47,027,395"	"$66,371,972"	"$19,344,577"	"$46,460,380"	"$567,015"					
852	3.50404E+13	"$40,000,000"	"$17,138,943"	"$11,747,821"	"$5,391,122"	"$11,747,821"	"$5,391,122"					
853	4.59089E+13	"$40,000,000"	"$11,958,518"	"$13,961,346"	"$2,002,828"	"$13,961,346"	"$2,002,828"					
854	3.68606E+13	"$45,000,000"	"$5,033,848"	"$12,694,969"	"$7,661,121"	"$12,694,969"	"$7,661,121"					
855	1	$0	"$4,213"	$0	"$4,213"	$0	"$4,213"					
856	50625	"$5,000,000"	"$25,628"	"$576,422"	"$550,794"	"$576,422"	"$550,794"					
857	16	$0	"$35,050"	$0	"$35,050"	$0	"$35,050"					
858	81	$0	"$17,009"	$0	"$17,009"	$0	"$17,009"					
859	1	$0	"$4,047"	$0	"$4,047"	$0	"$4,047"					
860	7.79661E+12	"$20,000,000"	"$7,460,690"	"$3,893,573"	"$3,567,117"	"$3,893,573"	"$3,567,117"					
861	2.56289E+13	"$27,500,000"	"$4,060,012"	"$8,389,997"	"$4,329,985"	"$8,389,997"	"$4,329,985"					
862	5.33017E+13	$0	"$10,273,477"	"$10,855,630"	"$582,153"	"$10,855,630"	"$582,153"					
863	16	$0	"$3,309"	$0	"$3,309"	$0	"$3,309"					
864	1296	"$10,000,000"	"$167,872"	"$1,152,843"	"$984,971"	"$1,152,843"	"$984,971"					
