User,Location,Age
8664,"New Orleans, Louisiana, USA",23
8846,"Windsor, Ontario, Canada",27
5886,"Warwick, Rhode Island, USA",23
6029,"Falls Church, Virginia, USA",31
3671,"Singapore, Singapore, Singapore",37
4460,"Oklahoma City, Oklahoma, USA",30
2078,"Brentwood, California, USA",40
12723,"New York, New York, USA",0
6394,"Bear, Delaware, USA",25
7506,"La Mesa, California, USA",32
3674,"Salem, Oregon, USA",0
662,"Edmonton, Alberta, Canada",50
3998,"Renton, Washington, USA",31
9596,"Palatine, ,",22
6571,"Hope, Arkansas, USA",47
2087,"Braunschweig, Niedersachsen, Germany",26
1429,"Arab, Alabama, USA",25
6134,"Tonbridge, England, United Kingdom",0
5474,"Lafayette, Colorado, USA",0
4044,"Garnerville, New York, USA",0
2989,"Sydney, New South Wales, Australia",59
11654,"San Diego, California, USA",0
8923,"Durham, England, United Kingdom",50
3843,"Adelaide, South Australia, Australia",0
10293,"Noblesville, Indiana, USA",71
12298,"Boston, Massachusetts, USA",0
2637,"Norwich, England, United Kingdom",27
9996,"Philadelphia, Pennsylvania, USA",23
3262,"Toronto, Ontario, Canada",52
3180,"Marshfield, Missouri, USA",43
3810,"Penetanguishene, Ontario, Canada",25
8938,"Houston, Texas, USA",31
3233,"Albuquerque, New Mexico, USA",53
8280,"Kelseyville, California, USA",30
5762,"Council Bluffs, Iowa, USA",0
6319,"Manassas, Virginia, USA",29
1535,"Baltimore, Maryland, USA",45
5033,"San Diego, California, USA",34
11349,"Sydney, New South Wales, Australia",22
9303,"Fort Collins, Colorado, USA",28
2653,"Montreal, Quebec, Canada",39
7241,"Lincoln, Nebraska, USA",0
3244,"Virginia Beach, Virginia, USA",22
9167,"Sioux City, Iowa, USA",27
7455,"San Diego, California, USA",29
8678,"Lyon, N/A, France",21
1293,"Livingston, New Jersey, USA",0
10668,"Norman, Oklahoma, USA",21
1059,"Brooklyn, New York, USA",35
6111,"North Street, Michigan, USA",0
1199,"Fairfax, Virginia, USA",29
5569,"Aurora, Illinois, USA",38
3689,"Fredericton, New Brunswick, Canada",30
9282,"Mississauga, Ontario, Canada",0
8339,"Los Angeles, California, USA",0
2085,"Strasbourg, Alsace, France",18
2299,"Osaka, N/A, Japan",32
12736,"Fairbanks, Alaska, USA",27
9026,"Cincinnati, Ohio, USA",0
4698,"Vancouver, British Columbia, Canada",0
4027,"Wrexham, Wales, United Kingdom",59
8523,"Houston, Texas, USA",0
12251,"Cambridge, Massachusetts, USA",34
1027,"Toronto, Ontario, Canada",47
8993,"Keller, Texas, USA",0
9189,"Rockaway Beach, New York, USA",34
6831,"Olympia, Washington, USA",58
10266,"Tempe, Arizona, USA",0
3021,"Milpitas, California, USA",36
7792,"Bartlett, Illinois, USA",54
1021,"Kirkland, Washington, USA",46
215,"Wiley Ford, West Virginia, USA",43
11622,"Fredericton, New Brunswick, Canada",51
5375,"Rapid City, South Dakota, USA",21
79,"Proctor, Vermont, USA",54
5699,"San Antonio, Texas, USA",21
3673,"San Antonio, Texas, USA",28
4517,"NYC, New York, USA",0
3987,"Mountain View, California, USA",0
12376,"New Castle, Delaware, USA",20
11352,"Starkville, Mississippi, USA",21
7515,"Citrus Springs, Florida, USA",50
5681,"Indianapolis, Indiana, USA",44
1543,"Austin, Texas, USA",0
4774,"Belton, Texas, USA",53
12106,"Salt Lake City, Utah, USA",0
11138,"Sydney, New South Wales, Australia",25
4314,"Spokane, Washington, USA",0
709,"Manchester, England, United Kingdom",0
12545,"Rochester, New York, USA",0
3640,"Orlando, Florida, USA",45
7051,"Ketchum, Idaho, USA",0
10045,"San Diego, California, USA",31
10244,"Cameron, West Virginia, USA",69
8589,"Key Colony Beach, Florida, USA",0
1134,"Austin, Texas, USA",0
2202,"Orlando, Florida, USA",0
2846,"Washington, DC, DC, USA",0
11290,"Asheville, North Carolina, USA",0
3153,"Fremont, California, USA",0
11847,"Kent, Washington, USA",44
8857,"Tiburon, California, USA",53
11832,"Denver, Colorado, USA",35
2216,"Castricum, Noord-Holland, Netherlands",50
3397,"Muskegon, Michigan, USA",26
5008,"Grove City, Pennsylvania, USA",0
4620,"Plantation, Florida, USA",56
6230,"Edmonton, Alberta, Canada",0
2745,"Portland, Oregon, USA",0
1687,"Sabine Pass, Texas, USA",38
8826,"Los Angeles, California, USA",50
3836,"Pekin, Illinois, USA",61
12423,"Salt Lake City, Utah,",34
7509,"Waterloo, Ontario, Canada",0
1914,"Mannford, Oklahoma, USA",23
4953,"Albuquerque, New Mexico, USA",30
8869,"Halifax, Nova Scotia, Canada",19
10990,"Burlington, Ontario, Canada",25
386,"Barren Springs, Virginia, USA",43
2312,"Lakewood, Washington, USA",17
7503,"San Diego, California, USA",38
317,"Tucson, Arizona, USA",25
3989,"White Bear Lake, Minnesota, USA",0
2775,"Spencer, Indiana, USA",35
5690,"Calgary, Alberta, Canada",33
11153,"Toronto, Ontario, Canada",20
9446,"Webster, Florida, USA",18
8933,"Ashburn, Virginia, USA",30
8150,"Union, Kentucky, USA",72
12715,"Selma, California, USA",0
7783,"St. Paul, ,",0
9589,"Honolulu, Hawaii, USA",0
8875,"Saint Charles, Missouri, USA",50
6333,"Atlanta, Georgia,",0
5340,"Brisbane, Queensland, Australia",49
11355,"East Burke, Vermont, USA",36
4925,"Paramus, Nj, USA",48
8717,"Oakland, California, USA",30
8726,"Ragley, Louisiana, USA",26
7441,"Pacifica, California, USA",0
8966,"Eighty Four, Pennsylvania, USA",49
6620,"Ottawa, Ontario, Canada",27
3543,"Sydney, New South Wales, Australia",22
9094,"Pendleton, New York, USA",0
3624,"Dallas, Texas, USA",37
2399,"Delray Beach, Florida, USA",0
10123,"Lantana, Florida, USA",0
7044,"Hood River, Oregon, USA",32
8214,"Reno, Nevada, USA",47
5783,"Stockport, Cheshire, England",42
10363,"Lacey, Washington, USA",50
85,"Bronx, New York, USA",29
7831,"West New York, New Jersey, USA",35
11895,"Bay Village, ,",15
9309,"Fort Langley, British Columbia, Canada",0
4773,"Maple Ridge, British Columbia, Canada",0
2639,"Kitchener, Ontario, Canada",18
2036,"Alameda, California, USA",0
1240,"Davenport, Iowa, USA",31
7225,"Hamilton, Ontario, Canada",33
10935,"Hillsboro, Oregon, USA",60
7960,"Portland, Oregon, USA",68
1414,"Vancouver, British Columbia, Canada",25
4038,"Forty Fort, Pennsylvania, USA",0
4853,"Kansas City, ,",30
9293,"San Jose, California, USA",28
2574,"Sackville, New Brunswick, Canada",23
10462,"Glen Mills, Pennsylvania, USA",0
12780,"Thomaston, Connecticut, USA",30
484,"Evanston, Illinois, USA",25
7233,"North Judson, Indiana, USA",23
9960,"Lake Elsinore, California, USA",24
10160,"Yuba City, Ca, USA",38
11413,"Painted Post, New York, USA",0
3337,"Calgary, Alberta, Canada",40
5855,"Santa Clara, California, USA",44
5938,"Bratenahl, Ohio, USA",49
5351,"Pittsburgh, Pennsylvania, USA",37
3762,"Harrisonville, Missouri, USA",36
1793,"Pleasanton, California, USA",0
7047,"Caulfield, Missouri, USA",63
8440,"Frankfurt Am Main, Hessen, Germany",29
9354,"Kansas City, Missouri, USA",0
8243,"Perry Hall, Maryland, USA",52
7765,"Mnchen, Bayern, Germany",32
3440,"Albququerque, New Mexico, USA",0
8406,"Little Rock, Arkansas, USA",0
9668,"Alton, Illinois, USA",56
8991,"Olympia, Washington, USA",42
12316,"Dublin, Ohio, USA",0
10817,"Brownsville, California, USA",39
6932,"Ocala, ,",0
5986,"Bloomington, Minnesota, USA",33
2386,"Jacksonville, Florida, USA",0
9537,"Snohomish, Washington, USA",0
12101,"Maynard, Massachusetts, USA",46
3368,"Houston, ,",52
2905,"Melbourne, Victoria, Australia",25
1801,"Seattle, Washington, USA",0
3684,"Baltimore, Maryland, USA",31
5087,"Derby, Kansas, USA",0
5320,"Webster, New York, USA",16
10674,"Viera, Florida, USA",0
7231,"Slidell, Louisiana, USA",27
2180,"Plano, Texas, USA",39
7850,"Milwaukee, Wisconsin, USA",63
7770,"New York, New York, USA",0
4934,"Round Lake Beach, Illinois, USA",31
4984,"Zuiddorpe, Zeeland, Netherlands",38
7547,"Streamwood, Illinois, USA",0
5860,"Pomeroy, Ohio, USA",0
5373,"Tokyo, Tokyo, Japan",30
2875,"Kingston, Ontario, Canada",28
9610,"Cleveland, Ohio, USA",41
12072,"Vancouver, British Columbia, Canada",35
2506,"Ste-Anne-de-Bellevue, Quebec, Canada",0
882,"Petaling Jaya, Selangor, Malaysia",24
6816,"Redmond, Washington, USA",42
12265,"Amherst, Virginia, USA",0
9158,"Goodyear, Arizona, USA",30
887,"Raleigh, , USA",0
4374,"London, England, United Kingdom",42
3722,"Bellingham, Washington, USA",31
3431,"Windsor, Ontario, Canada",43
3772,"Santa Cruz, California, USA",0
210,"Mechanicsville, Maryland, USA",33
4347,"Redmond, Oregon, USA",30
10598,"Columbus, Georgia, USA",31
8250,"Salem, New Hampshire, USA",29
4996,"Edinburg, Texas, USA",27
335,"Alexandria, Virginia, USA",34
3079,"Cardiff, Wales, United Kingdom",26
2006,"Newton, Massachusetts, USA",26
12408,"Minneapolis, Minnesota, USA",0
12642,"Anderson, California, USA",33
9707,"Massapequa, New York, USA",37
1262,"Antelope, California, USA",35
1576,"San Francisco, California, USA",23
5341,"Puyallup, Washington, USA",0
8953,"Milwaukee, Wisconsin, USA",25
7973,"Florissant, ,",0
9390,"Lincoln, Nebraska, USA",25
6873,"Terra Alta, West Virginia, USA",31
7827,"Bucharest, N/A, Romania",0
4760,"Fargo, North Dakota, USA",29
11280,"Santa Barbara, California, USA",0
4107,"Windsor, Ontario, Canada",23
11632,"Florenceville, New Brunswick, Canada",0
186,"Palmerston, Ontario, Canada",0
9957,"Denver, Colorado, USA",0
2243,"Rensselaer, New York, USA",28
3094,"Austin, Texas, USA",0
12281,"La Crosse, Wisconsin, USA",29
3868,"Chicago, Illinois,",0
3547,"Kirkland, Washington, USA",0
134,"Croydon, Victoria, Australia",97
184,"Edmonton, Alberta, Canada",31
2531,"Harrogate, England, United Kingdom",32
2193,"Chelmer, Queensland, Australia",21
1220,"Temple, Texas, USA",37
1952,"Stockholm, Stockholm, Sweden",0
642,"Asheville, North Carolina, USA",43
8185,"Canberra, Australian Capital Territory, Australia",55
9804,"Winnipeg, Manitoba, Canada",0
12213,"Pensacola, ,",32
2151,"Ann Arbor, Michigan, USA",0
465,"Seattle, ,",27
5931,"Sherman Oaks, California, USA",29
8142,"Groveland, California, USA",59
8223,"Seattle, Washington, USA",0
8074,"Toronto, Ontario, Canada",0
726,"Toronto, Ontario, Canada",0
12069,"Minneapolis, Minnesota, USA",0
10076,"Miami, Florida, USA",25
3960,"Solon, Ohio,",49
10068,"Walnut Creek, California, USA",0
10111,"Gteborg, Vstra Gtalands Ln, Sweden",30
5376,"Mijdrecht, Utrecht, Netherlands",29
2284,"Cincinnati, Ohio, USA",30
3841,"Pennsylvania, ,",0
9365,"Sydney, New South Wales, Australia",22
476,"Dekalb, Illinois, USA",0
11640,"Orlando, Florida, USA",0
3939,"Toronto, Ontario, Canada",50
9318,"London, England, United Kingdom",0
3421,"Blairmore, Alberta, Canada",30
537,"Darlington, South Carolina, USA",23
8109,"Frankfurt Am Main, Hessen, Germany",44
12568,"Melbourne, Victoria, Australia",19
10148,"Fridley, Minnesota, USA",34
4941,"Las Vegas, , USA",16
7763,"Abbotsford, British Columbia,",0
755,"Blacksburg, Virginia, USA",33
5714,"Denver, Colorado, USA",29
8320,"Belleville, Illinois, USA",0
12021,"Yuma, Arizona, USA",17
11660,"Atlanta, Georgia, USA",29
2886,"Vancouver, Washington, USA",0
6619,"Binghamton, New York, USA",39
11370,"Vancouver, British Columbia, Canada",29
9824,"New York, New York, USA",0
3019,"Hutchinson, Kansas, USA",60
12416,"Seattle, Washington, USA",30
3839,"Warkworth, Rodney District, New Zealand",39
11387,"Sunnyvale, California, USA",37
4088,"Deming, New Mexico, USA",0
1990,"Allentown, Pennsylvania, USA",36
2590,"Salt Lake City, Utah, USA",0
9791,"Tulsa, Oklahoma, USA",0
10869,"Upland, California, USA",31
7242,"Houston, Texas, USA",0
5888,"Macon, Georgia, USA",32
2527,"Torrington, Connecticut, USA",49
1783,"London, Ontario, Canada",28
2524,"Dingolfing, Bayern, Germany",34
99,"Auckland, Auckland, New Zealand",46
9990,"Boca Raton, Florida, USA",0
12569,"Mckinney, Texas, USA",34
8441,"Lenexa, Kansas, USA",30
9049,"Lexington, Kentucky, USA",25
7687,"Athens, Georgia, USA",0
3945,"Glendale Heights, Illinois, USA",31
4167,"Cornelius, Oregon, USA",21
2303,"Rochester, Minnesota, USA",0
6098,"St. Louis, Missouri, USA",0
11375,"Norcross, Georgia, USA",0
10533,"Oisterwijk, Noord-Brabant, Netherlands",46
5090,"Charlotte, North Carolina, USA",32
7,"Sunnyvale, California, USA",0
9845,"Colonial Heights, Virginia, USA",30
7139,"Redmond, Washington, USA",35
7244,"Syracuse, New York, USA",0
5814,"Sioux Falls, South Dakota, USA",50
5751,"Encinitas, California, USA",0
1461,"Piscataway, New Jersey, USA",35
10352,"Pickering, Ontario, Canada",47
5314,"Ronkonkoma, New York, USA",0
10523,"Boston, Massachusetts, USA",0
11305,"Sylva, North Carolina, USA",0
3891,"Bakersfield, California, USA",25
6707,"Richmond, Virginia, USA",0
4061,"Madbury, New Hampshire, USA",44
6860,"Virginia, Minnesota, USA",43
3101,"Minneapolis, Minnesota,",32
2662,"Tehran, Tehran, Iran",29
11253,"London, England, United Kingdom",42
12660,"Nashville, Tennessee, USA",36
4926,"Bowmanville, Ontario, Canada",47
10338,"Memphis, Tennessee, USA",0
8404,"Modesto, California, USA",32
578,"Paullina, Iowa, USA",38
12590,"Canton, Georgia, USA",71
11322,"Brooklyn, New York, USA",0
5958,"St Paul, Minnesota, USA",0
475,"Dallas, Texas, USA",0
8828,"Everett, Washington, USA",46
437,"Ottawa, ,",0
6009,"San Francisco, California, USA",47
11685,"Las Vegas, Nevada, USA",43
6662,"San Antonio, Texas, USA",38
4979,"Ann Arbor, Michigan, USA",24
3227,"Malden, Massachusetts, USA",36
8564,"Marshalltown, Iowa, USA",0
10453,"Mesa, Arizona, USA",0
12626,"Mississauga, Ontario, Canada",53
3022,"Toronto, Ontario, Canada",30
7841,"Vancouver, Washington,",28
12301,"Valley Village, California, USA",30
4131,"St Louis, Missouri, USA",66
1332,"Cranston, Rhode Island, USA",0
9274,"S. Hamilton, Massachusetts, USA",0
8710,"La Junta, Colorado, USA",49
12373,"Chicago, Illinois, USA",0
8556,"St Louis, Missouri,",35
2540,"Pleasant Hill, California, USA",0
4478,"Charlotte, North Carolina, USA",29
9414,"Salem, Ohio, USA",0
6514,"Tucson, Arizona, USA",0
11045,"Ft. Collins, Colorado, USA",31
850,"Some Other, Planet, Far Away...",29
9958,"Newalla, ,",0
12237,"Hanover, , USA",0
12350,"Rochester, New York,",0
10916,"Houston, Texas, USA",0
6833,"Rock Hill, South Carolina, USA",30
3109,"Atlanta, Georgia, USA",0
7834,"Houston, Texas, USA",57
6307,"Gaithersburg, Maryland, USA",0
5140,"Arnold, Maryland, USA",0
7258,"Baltimore, Maryland, USA",0
8491,"Alton, Illinois, USA",41
9808,"Fredericton, New Brunswick, Canada",31
8989,"Moline, Illinois, USA",26
11629,"Manchester, Manchester, United Kingdom",28
7703,"Toronto, Ontario, Canada",39
11602,"Brazil, Indiana, USA",29
5573,"Ipoh, Perak, Malaysia",40
5301,"Carlsbad, California, USA",0
7977,"Stamford, Connecticut, USA",34
10042,"Hickory, North Carolina, USA",36
6264,"Evanston, Illinois, USA",50
10841,"Wilton, Connecticut, USA",0
715,"Minneapolis, Minnesota, USA",29
7957,"Santa Ana, California, USA",40
6578,"Oak Harbor, Washington, USA",0
12058,"Benalmdena, Mlaga, Spain",26
10800,"Washington, DC, USA",0
8756,"Porto, Porto, Portugal",29
6843,"Denver, Colorado, USA",0
6863,"Legionowo, Woj. Mazowieckie, Poland",24
5181,"Providence, Rhode Island, USA",0
10445,"Calgary, Alberta, Canada",29
3211,"Joburg, Gautang, South Africa",18
12169,"Mesa, Arizona, USA",0
6678,"Phoenix, Arizona, USA",0
584,"Pacifica, California, USA",0
2313,"Sydney, New South Wales, Australia",34
7971,"Darwin, Northern Territory, Australia",23
4218,"Wonder Lake, Illinois, USA",0
8616,"Potomac Falls, Virginia, USA",31
7459,"Mountain View, California, USA",0
7264,"Newton, Massachusetts, USA",27
2195,"Owasso, Oklahoma, USA",37
5782,"Barcelona, Catalunya, Spain",26
8242,"Lincoln, California, USA",0
12022,"Cincinnati, Ohio, USA",49
10033,"Bartlesville, Oklahoma, USA",59
10470,"Watertown, Massachusetts, USA",53
9608,"Toronto, Ontario, Canada",34
7691,"Atlanta, Georgia, USA",64
11555,"Louisville, Kentucky, USA",0
1596,"Blacksburg, Virginia, USA",37
4500,"Milwaukee, Wisconsin, USA",44
1257,"Boise, Idaho, USA",46
12593,"Plaistow, New Hampshire, USA",50
3361,"Portland, Oregon, USA",49
11105,"Savannah, Georgia, USA",33
9036,"Hamilton, Ontario, Canada",23
2927,"New York, New York, USA",0
147,"Bolton, England, United Kingdom",31
3918,"New Castle, ,",31
10789,"Vancouver, Washington, USA",0
3452,"Mount Kisco, New York, USA",51
4139,"Portland, Oregon, USA",0
6628,"Norfolk, Virginia, Australia",25
9777,"Berkeley, California, USA",30
9900,"Zaragoza, Aragon, Spain",29
11388,"Palo Alto, California, USA",63
12109,"Maynooth, Kildare, Ireland",17
5390,"Coburg, Oregon, USA",24
8350,"National City, California, USA",38
8988,"Mount Vernon, New York, USA",45
2786,"Farmland, Indiana, USA",37
6345,"Fpo, Ap, USA",12
5398,"Birmingham, Alabama, USA",0
2032,"Bothell, Washington, USA",16
4709,"Montclair, New Jersey,",0
12492,"Port Washington, ,",35
6688,"Hemet, California, USA",0
8591,"Binghamton, New York, USA",34
10495,"Edmonton, Alberta, Canada",0
5117,"Granity City, Illinois, USA",41
4858,"Rotterdam, , Netherlands",32
8039,"Andover, Minnesota, USA",0
5627,"San Diego, California, USA",29
2383,"North Vancouver, British Columbia, Canada",30
10330,"Grosse Pointe Farms, Michigan,",37
5059,"Chicago, Illinois, USA",0
5352,"Sacramento, California, USA",0
4147,"Winnipeg, Manitoba, Canada",33
9650,"Madison, Wisconsin, USA",46
6958,"Marine City, Michigan, USA",29
11391,"Lethbridge, Alberta, Canada",27
10164,"Spokane, Washington, USA",0
1701,"Wokingham, Berkshire, United Kingdom",24
8316,"Gold Coast, Queensland, Australia",62
735,"Omaha, Nebraska, USA",5
10218,"Thorntown, Indiana, USA",0
3802,"Alkmaar, Noord-Holland, Netherlands",42
10335,"Torrington, Connecticut, USA",0
3308,"Centennial, Colorado, USA",53
5770,"Besanon, Franche-Comte, France",53
10627,"Santa Cruz, California, USA",14
11595,"Ingersoll, Ontario, Canada",0
9728,"Spirit Lake, Iowa, USA",0
7903,"Preston, Lancashire, England, United Kingdom",32
11186,"Vancouver, British Columbia, Canada",47
2876,"Cascade, ,",0
3024,"Merrick, Acworth, New York, Georgia, USA",59
7623,"Ann Arbor, Michigan, USA",0
1624,"Long Beach, Mississippi, USA",42
6544,"Olympia, Washington, USA",59
3054,"London, England, United Kingdom",36
11809,"Houston, Texas, USA",22
3097,"Parthenay, Deux-Svres, France",41
9662,"Lexington, Kentucky, USA",35
9320,"Charlottesville, Virginia, USA",0
2613,"Boyce, Virginia, USA",46
11135,"Porto Alegre, Rio Grande Do Sul, Brazil",42
5871,"Ourense, Ourense, Spain",39
204,"Singapore, N/A, Singapore",38
9946,"Braga, Braga, Portugal",18
1904,"Calgary, Alberta, Canada",27
3086,"Plant City, Florida, USA",0
3515,"Louisburg, North Carolina, USA",0
5012,"Doncaster, South Yorkshire, United Kingdom",24
11761,"East Victoria Park, Western Australia, Australia",0
5316,"San Bernardino, California, USA",31
9878,"Mississauga, Ontario, Canada",0
517,"Chicago, Illinois, USA",44
9162,"Garland, Texas, USA",49
5214,"Corrales, New Mexico, USA",43
1407,"Munster, Indiana, USA",27
3447,"Mesquite, Texas, USA",0
1671,"Huntsville, Alabama, USA",2
1846,"Los Angeles, California, USA",59
5839,"Hamburg, Hamburg, Germany",20
2817,"Boston, Massachusetts, USA",27
3514,"Bartlesville, Oklahoma, USA",0
5619,"Kent, Washington, USA",0
11906,"Noblsville, Indiana, USA",0
11488,"Passau, Bayern, Germany",0
10018,"West Hollywood, California, USA",0
4981,"Bakersfield, California, USA",0
8434,"Lyon, Rhne-Alpes, France",27
9108,"Weedsport, New York, USA",0
2546,"Monessen, Pennsylvania, USA",38
4472,"Washington DC, DC, USA",32
8686,"Sag Harbor, New York, USA",50
4691,"Hartford, Connecticut, USA",31
10705,"Houston, Texas, USA",0
11544,"Modesto, California, USA",55
5902,"Centennial, Colorado, USA",0
5363,"Arlington, Virginia, USA",30
5050,"Ames, Iowa, USA",62
11328,"Seymour, Tennessee, USA",47
2582,"Apo, Yongsan-Gu, Seoul, South Korea",0
9658,"Orlando, Florida, USA",37
6248,"Galt, California, USA",41
1253,"Chicago, Illinois, USA",0
10419,"Boston, Massachusetts, USA",33
10092,"Chandler, Arizona, USA",32
10908,"Sharon, Pennsylvania, USA",29
9230,"Chicago, Illinois, USA",26
12154,"Omaha, Nebraska, USA",0
3088,"Mason, Ohio, USA",7
2362,"Calgary, Alberta, Canada",34
11502,"Lexington, Kentucky, USA",0
9271,"San Carlos, California, USA",0
10063,"Chicago, Illinois, USA",0
10608,"Davis, California, USA",8
149,"Half Moon Bay, California, USA",0
8399,"Columbia, South Carolina, USA",63
1423,"Petaling Jaya, Selangor, Malaysia",23
11787,"Palm Desert, California, USA",0
6565,"Alaquas, Valencia, Spain",34
7094,"Pawtucket, Rhode Island, USA",25
1935,"Balmain, New South Wales, Australia",148
10108,"Ballston Spa, New York, USA",38
11034,"Laguna Beach, California, USA",0
722,"Covington, Washington, USA",57
2570,"Atlanta, Georgia, USA",54
7129,"Robbinsdale, Minnesota, USA",43
5805,"Bochum, Nordrhein-Westfalen, Germany",27
6928,"Azusa, California, USA",18
2296,"Oud Beijerland, Zuid Holland, Netherlands",54
5905,"Victoria, British Columbia, Canada",18
9465,"Vancouver, ,",32
8713,"Little Rock, Arkansas, USA",40
7772,"Jacksonville, North Carolina, USA",23
2930,"Dutch Flat, California, USA",0
6325,"Richmond Hill, Ontario, Canada",0
11357,"Manistee, Michigan, USA",31
8815,"Gastonia, North Carolina, USA",37
988,"Kamuela, Hawaii, USA",48
668,"Vancouver, British Columbia, Canada",29
807,"Coralville, Iowa, USA",27
12587,"Des Moines, Iowa, USA",33
8479,"Chicago, Illinois, USA",42
7806,"Freiburg, Baden-Wuerttemberg, Germany",32
10743,"Cincinnati, Ohio, USA",0
12250,"Nassau Bay, Texas, USA",23
10945,"Remscheid, Nordrhein-Westfalen, Germany",13
8914,"Fort Huachuca, Arizona, USA",32
10920,"Edisto Island, ,",0
1502,"Tucson, ,",30
4995,"San Diego, California, USA",0
3556,"Juneau, Alaska, USA",0
9838,"Juneau, Alaska, USA",38
8447,"Houston, Texas, USA",0
146,"Omemee, Ontario, Canada",46
3280,"Elm Grove, Wisconsin, USA",38
10373,"League City, ,",0
7844,"Rochester, New York, USA",56
2515,"Yeovil, England, United Kingdom",0
3495,"Baltimore, Maryland, USA",0
395,"Newburgh, Indiana, USA",30
12057,"Salt Spring Island, British Columbia, Canada",0
6045,"Mesquite, Texas, USA",0
678,"Halifax, Nova Scotia, Canada",32
1177,"Cave Springs, Arkansas, USA",0
1457,"Morrisville, North Carolina, USA",45
89,"Hollywood, Maryland, USA",0
12233,"Healy, Alaska, USA",0
3934,"Lisboa, Lisboa, Portugal",28
1128,"Terrytown, Louisiana, USA",19
30,"San Antonio, ,",30
12640,"Woodhaven, New York, USA",34
5872,"Philadelphia, Pennsylvania, USA",29
4783,"Carmichael, California, USA",27
8374,"Elkton, Maryland,",25
11814,"Spanaway, Washington, USA",61
1917,"Mountain City, Georgia, USA",23
8348,"Florissant, Missouri, USA",57
2338,"Circleville, Ohio, USA",20
12287,"Milwaukee, Wisconsin, USA",60
8417,"Portland, Connecticut, USA",19
11193,"Dresden, Sachsen, Germany",26
9102,"Washington, DC, USA",37
6892,"Manning, South Carolina, USA",0
1739,"Brea, California, USA",31
3548,"Toronto, Ontario, Canada",42
849,"Battle Ground, Washington, USA",55
2669,"Barcelona, Catalunya, Spain",27
8231,"Memphis, Tennessee, USA",54
2168,"Westminster, Colorado, USA",65
1424,"Beaverton, Oregon, USA",0
7419,"La Mesa, , USA",0
1442,"Dallas, Texas, USA",0
6423,"Fareham, England, United Kingdom",31
3522,"Toronto, Ontario, Canada",44
2977,"Los Banos, California, USA",17
6253,"Kutztown, Pennsylvania, USA",43
2154,"Geelong, Victoria, Australia",22
8744,"Altamonte Springs, Florida, USA",27
10645,"Hollister, California, USA",36
3352,"Mobile, Alabama, USA",63
8509,"North Liberty, Iowa, USA",52
9669,"Minnetonka, Minnesota, USA",45
4892,"Newark, Delaware, USA",25
7823,"Oromocto, New Brunswick, Canada",37
3573,"Mount Vernon, New York, USA",25
1741,"Los Angeles, California, USA",29
3792,"Vancouver, British Columbia, Canada",0
1260,"Kearns, Utah, USA",0
100,"Topeka, Kansas, USA",18
8901,"Munich/Mnchen, Bavaria, Germany",0
12522,"Stutensee, Baden-Wuerttemberg, Germany",34
12235,"Nashville, Tennessee, USA",0
431,"Phoenix, Arizona, USA",46
5757,"Amarillo, Texas, USA",32
10230,"Berlin, Berlin, Germany",43
5527,"Xenia, Ohio, USA",0
10158,"Kenmore, Washington,",0
931,"Muskegon, Michigan, USA",25
2504,"Prince George, British Columbia, Canada",24
5798,"Zeist, Utrecht, Netherlands",25
8307,"San Jose, California, USA",0
12484,"Dundee, Tayside, United Kingdom",43
9739,"St. Cloud, Minnesota, USA",42
8281,"Raleigh, North Carolina, USA",25
3415,"New Orleans, Louisiana, USA",27
10351,"Lisboa, Lisboa, Portugal",26
6089,"Boulder, Colorado, USA",0
7492,"Stockton, California, USA",25
3757,"Salem, South Carolina, USA",53
6639,"Ottawa, Ontario, Canada",0
223,"Tallahassee, Florida, USA",36
9684,"Almaty, Almaty Oblast, Kazakhstan",0
3911,"Canon City, Colorado, USA",53
190,"Ramah, New Mexico, USA",0
10525,"Keaau, Hawaii, USA",0
12254,"Mt.View, Hawaii, USA",0
10011,"Orbe, Vaud, Switzerland",28
2949,"Pinneberg, Schleswig-Holstein, Germany",28
6513,"Wellston, Ohio, USA",37
3296,"Brights Grove, Ontario, Canada",38
349,"Nice, Provence Alpes Cte D`Azur, France",29
9819,"Cupertino, California, USA",55
5897,"Hertfordshire, England, United Kingdom",23
2156,"Edmonton, Alberta, Canada",0
4104,"Amsterdam, Noord-Holland, Netherlands",24
9348,"Baltimore, Maryland, USA",36
6687,"Raleigh, North Carolina, USA",0
1031,"Derby, Kansas, USA",43
9117,"Blacksburg, Virginia, USA",0
4706,"Mnster, Nordrhein-Westfalen, Germany",24
11881,"Erlangen, Bayern, Germany",0
81,"Albuquerque, New Mexico, USA",0
2230,"Warren, New Jersey, USA",32
773,"Redford, Michigan, USA",23
4593,"Matar, Barcelona, Spain",25
4262,"Halifax, Nova Scotia, Canada",0
3489,"Olympia, Washington, USA",0
12686,"Elizabeth, Arkansas, USA",56
7736,"Amarillo, Texas, USA",32
12153,"Toronto, Ontario, Canada",21
816,"Old Orchard Beach, Maine, USA",46
8285,"Chicago, Illinois, USA",46
7238,"Lancaster, Pennsylvania, USA",54
1198,"Alburquerque, ,",0
1188,"Lafayette, Indiana, USA",27
4919,"Sumter, South Carolina, USA",0
9622,"Vancouver, British Columbia, Canada",44
9062,"North Franklin, Connecticut, USA",40
12368,"Brookfield, Wisconsin,",0
